cbsa10,cbsaname10,responses,restrict_sf_permit,restrict_mf_permit,limit_sf_units,limit_mf_units,limit_mf_dwellings,limit_mf_dwelling_units,min_lot_size,open_space,inclusionary,half_acre_less,half_acre_more,one_acre_more,two_acre_more,total_nz,total_rz,maxden5,maxden4,maxden3,maxden2,maxden1,adu,height_ft_median,height_ft_mode,height_st_median,height_st_mode,parking_median,parking_mode,zri_median,zri_range,zri_median_up,zri_range_up,zri_median_st,zri_range_st,zri_median_up_st,zri_range_up_st,cc_zri,noncc_zri_max,zri_diff,zri_abs_diff,zri_full,zri_full_st
43780,"South Bend-Mishawaka, IN-MI Metropolitan Statistical Area",3,0,0,0,0,0,0,1,0.333333333,0,1,0,0,0,2,3,0.666666667,0,0,0.333333333,0,0.333333333,40,51.66666667,4.833333333,4.833333333,1.666666667,1.333333333,1.305636202,1.55084999,0.689227248,1.308221533,-0.979786193,0.114614391,-1.240439558,0.158416478,0.787997601,1.821208991,1.03321139,1.03321139,2.338847592,0.06866322
43900,"Spartanburg, SC Metropolitan Statistical Area",3,0,0,0,0,0,0,1,0.666666667,0,0.333333333,0.333333333,0,0.333333333,1.666666667,3,0.333333333,0.333333333,0,0.333333333,0,0.666666667,38.33333333,38.33333333,2,2,1.833333333,1.666666667,1.868317684,3.914976735,1.572377756,3.296429012,-0.239351688,2.03682713,-0.080430857,2.302586652,3.393653426,1.868317684,-1.525335742,1.525335742,0.342981942,-1.3257037
44060,"Spokane, WA Metropolitan Statistical Area",2,0.5,0.5,0,0,0.5,0.5,1,1,0,1,0,0,0,2,2,0.5,0.5,0,0,0,1,27.5,27.5,2,2,1.75,1.5,1.959317978,1.277632907,1.940792529,1.135239102,-0.119604087,-0.107531634,0.403477988,-0.028135366,NA,NA,NA,NA,NA,NA
44140,"Springfield, MA Metropolitan Statistical Area",16,0,0,0,0,0,0,1,1,0.5,0.3125,0.125,0.1875,0.375,2,2.9375,0.1875,0.4375,0.125,0.125,0.125,0.5,32.21428571,31.71428571,5,6.208333333,2.184375,1.94375,2.189334456,2.880409257,1.887381463,2.058986881,0.183075391,1.195646009,0.333323126,0.968074768,1.821208991,3.317608584,1.496399593,1.496399593,3.68573405,1.009635336
44180,"Springfield, MO Metropolitan Statistical Area",3,0,0,0,0,0,0,1,1,0,0.333333333,0,0,0.666666667,2,3,0.333333333,0,0.666666667,0,0,0,30.66666667,35.66666667,2.25,2,2,1.333333333,2.30762747,1.86678808,1.472812512,0.809116076,0.338737576,0.371495804,-0.211208735,-0.379840744,NA,NA,NA,NA,NA,NA
44220,"Springfield, OH Metropolitan Statistical Area",3,0,0,0,0,0,0,1,0.666666667,0,0,0.333333333,0.333333333,0.333333333,1.666666667,2.666666667,1,0,0,0,0,0.666666667,27.5,27.5,2.166666667,2.333333333,1.666666667,1.333333333,2.209770022,1.455590042,1.991871055,0.96281283,0.209966623,0.037160892,0.470569083,-0.214087422,1.542222229,2.99781227,1.455590042,1.455590042,3.665360064,0.995401506
44300,"State College, PA Metropolitan Statistical Area",5,0,0,0,0,0,0,1,1,0.6,0.6,0,0,0.4,2,3,0.8,0.2,0,0,0,0.6,38.4,40,2.5,2.333333333,2,1.6,2.452235437,1.807629726,2.077535459,1.067981027,0.5290277,0.323395616,0.583088356,-0.100669424,NA,NA,NA,NA,NA,NA
44420,"Staunton-Waynesboro, VA Micropolitan Statistical Area",1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3,1,0,0,0,0,0,35,35,3,3,2,2,0.909795046,0,0.367384188,0.542410858,-1.500674936,-1.146343219,-1.663176957,-0.667467353,0.909795046,NA,NA,NA,NA,NA
44700,"Stockton, CA Metropolitan Statistical Area",3,0,0,0,0,0,0,1,0.666666667,1,0.333333333,0,0.333333333,0.333333333,2.666666667,2.333333333,0.666666667,0.333333333,0,0,0,1,32.5,40,1.833333333,1.333333333,1.666666667,1.333333333,2.805675857,2.073151901,2.554325778,1.554950388,0.994121169,0.539285102,1.209347316,0.424499699,NA,NA,NA,NA,NA,NA
44940,"Sumter, SC Metropolitan Statistical Area",1,0,0,0,0,0,0,1,1,0,1,0,0,0,4,4,0,1,0,0,0,1,35,35,NA,NA,3,3,2.423413968,0,1.816058258,0.607355709,0.491101428,-1.146343219,0.239640863,-0.597427976,2.423413968,NA,NA,NA,NA,NA
45060,"Syracuse, NY Metropolitan Statistical Area",5,0,0,0,0,0,0,1,0.6,0.2,0.8,0.2,0,0,1.2,2.8,0.2,0.2,0.4,0,0.2,0.4,24.5,23,2,2.25,1.7,1.4,0.890798101,2.153054967,0.695420654,1.99907273,-1.525673082,0.6042523,-1.232304585,0.903460719,1.821208991,0.912610708,-0.908598283,0.908598283,-0.017800182,-1.577756066
45220,"Tallahassee, FL Metropolitan Statistical Area",1,0,0,0,0,0,0,1,1,1,1,0,0,0,2,1,0,0,0,1,0,1,10,10,2,1,2,2,0.950113038,0,1.303043305,0.352930267,-1.447620352,-1.146343219,-0.434198764,-0.871811536,NA,NA,NA,NA,NA,NA
45300,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",12,0,0,0,0,0,0,1,0.416666667,0.583333333,0.416666667,0.166666667,0.25,0.166666667,2.166666667,2.416666667,0.5,0.416666667,0.083333333,0,0,0.583333333,29.625,30.66666667,2.9,2.9,1.958333333,2.416666667,2.057476061,2.360704845,1.611726069,2.056890051,0.009562473,0.773087259,-0.028747271,0.965813454,1.073976294,3.321248647,2.247272352,2.247272352,4.304748413,1.442095883
45460,"Terre Haute, IN Metropolitan Statistical Area",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,25,35,6,2.5,2,2,0.013246425,0,-0.220881578,0.234128003,-2.680446363,-1.146343219,-2.435857718,-0.99993311,NA,NA,NA,NA,NA,NA
45780,"Toledo, OH Metropolitan Statistical Area",9,0,0,0,0,0,0,1,0.666666667,0,0.777777778,0.222222222,0,0,2.333333333,2.777777778,0.444444444,0.222222222,0.333333333,0,0,0.111111111,36.38888889,33.88888889,3.3,3.1,2.402777778,2.277777778,1.697837295,1.793097243,1.085777721,0.942560711,-0.463687421,0.311579616,-0.719574773,-0.235928196,2.217050146,1.871957746,-0.3450924,0.3450924,1.352744895,-0.620255386
45820,"Topeka, KS Metropolitan Statistical Area",1,0,0,0,0,0,0,1,1,0,0,1,0,0,2,3,1,0,0,0,0,0,25,20,2,1,1.5,2,2.213410084,0,1.458317746,0.755092338,0.214756593,-1.146343219,-0.230247454,-0.438102314,2.213410084,NA,NA,NA,NA,NA
45940,"Trenton-Ewing, NJ Metropolitan Statistical Area",6,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,1,1,0.833333333,0.166666667,0,0.166666667,0.666666667,1.833333333,3,0.833333333,0.166666667,0,0,0,0.333333333,37.08333333,35.83333333,2.791666667,2.833333333,1.25,1.166666667,3.102756873,3.686892664,2.562434271,2.779058778,1.385051103,1.851377636,1.219997734,1.744631893,1.580982902,5.267875565,3.686892664,3.686892664,6.789649536,3.178116505
46060,"Tucson, AZ Metropolitan Statistical Area",4,0,0,0,0,0,0,1,0.75,0.25,0,0.25,0,0.75,2.5,3,0.25,0.5,0,0,0.25,0.75,28.5,28.5,2.75,2.75,2,1.25,3.023186648,3.206504712,2.280440333,2.708271486,1.280344369,1.460786124,0.849601727,1.668291772,3.523972406,3.393653426,-0.13031898,0.13031898,2.892867668,0.455716962
46140,"Tulsa, OK Metropolitan Statistical Area",7,0,0,0,0,0,0,1,0.428571429,0,0.571428571,0.142857143,0.142857143,0.142857143,2.285714286,3.142857143,0.142857143,0.714285714,0,0.142857143,0,0.428571429,28.42857143,22.14285714,1.75,1.583333333,1.797142857,1.142857143,1.356384957,2.89034846,0.952944541,2.313396233,-0.913005731,1.203727328,-0.894049728,1.242440974,2.764866306,2.656359932,-0.108506373,0.108506373,1.247878583,-0.69351789
46340,"Tyler, TX Metropolitan Statistical Area",1,0,0,0,0,0,0,1,1,0,1,0,0,0,2,3,1,0,0,0,0,0,42,42,1.5,1,2,1,1.821208991,0,1.066905958,0.754303033,-0.301342179,-1.146343219,-0.74436263,-0.438953536,1.821208991,NA,NA,NA,NA,NA
46520,"Honolulu, HI Metropolitan Statistical Area",1,0,0,0,0,0,0,1,1,1,0,1,0,0,2,3,0,1,0,0,0,1,100,350,2,2,1,1,2.343729064,0,2.200503828,0.143225236,0.386243789,-1.146343219,0.744605987,-1.097966642,2.343729064,NA,NA,NA,NA,NA
46540,"Utica-Rome, NY Metropolitan Statistical Area",4,0,0,0,0,0,0,1,0.25,0.25,0.5,0,0.5,0,1.5,2.75,0.25,0.25,0,0,0.5,0.25,35,35,3.75,4,1.25,1.25,0.817164578,2.244342012,1.384156671,2.134086123,-1.622567689,0.67847553,-0.32765723,1.049065084,NA,NA,NA,NA,NA,NA
46700,"Vallejo-Fairfield, CA Metropolitan Statistical Area",1,0,0,0,0,0,0,1,1,1,0,1,0,0,3,2,1,0,0,0,0,1,17,10,2,2,2,1,2.929047554,0,2.657799073,0.27124848,1.15646641,-1.146343219,1.345258377,-0.959900758,NA,NA,NA,NA,NA,NA
47220,"Vineland-Millville-Bridgeton, NJ Metropolitan Statistical Area",3,0,0,0,0,0,0,1,1,1,0.333333333,0,0.666666667,0,2,3.333333333,0.666666667,0,0,0,0.333333333,0,68.33333333,35,2.5,2.5,1.333333333,1.666666667,3.081022557,2.320386853,2.234537154,1.40074626,1.356450842,0.740305701,0.789308395,0.258199202,3.236637624,3.081022557,-0.155615066,0.155615066,2.925407491,0.478450182
47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area",6,0,0,0,0,0,0,1,0.833333333,0.5,0.333333333,0.5,0.166666667,0,3.333333333,3,1,0,0,0,0,0.666666667,38.83333333,47.16666667,4.416666667,6.333333333,1.408333333,1.166666667,2.650856383,1.779026418,2.325582111,1.210168053,0.790393688,0.300138977,0.908894967,0.052671303,3.872704868,3.480503775,-0.392201093,0.392201093,2.25865529,0.012638661
47300,"Visalia-Porterville, CA Metropolitan Statistical Area",5,0,0,0,0,0,0,1,1,1,0.8,0,0,0.2,2.4,1.8,0.6,0.4,0,0,0,1,34.5,34,2,2.25,1.9,1.6,2.19175406,0.625147058,2.170782952,0.628159066,0.186259356,-0.638051672,0.705567936,-0.574992723,2.19175406,2.766152363,0.574398303,0.574398303,2.766152363,0.367190147
47580,"Warner Robins, GA Metropolitan Statistical Area",2,0,0,0,0,0,0,1,0.5,0,0,0,0.5,0.5,2,2.5,0.5,0.5,0,0,0,0,49,65,17,20,1.5,1.5,2.293571596,0.624079163,1.515642425,0.247660197,0.320241403,-0.638919951,-0.154952104,-0.985339398,2.605611177,1.981532015,-0.624079163,0.624079163,1.669492433,-0.398966798
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",15,0,0,0,0,0,0,1,1,0.4,0.266666667,0.133333333,0.133333333,0.466666667,2.6,3.4,0.666666667,0.266666667,0.066666667,0,0,0.933333333,40.53571429,43.5,4.4,4.2,2.344666667,1.433333333,2.656359932,2.548563281,2.359579723,1.654634076,0.797635828,0.925830288,0.953550466,0.532002962,1.900779216,4.420521027,2.519741811,2.519741811,5.176101744,2.050847409
47940,"Waterloo-Cedar Falls, IA Metropolitan Statistical Area",1,0,0,0,0,0,0,1,1,0,1,0,0,0,2,3,1,0,0,0,0,0,35,35,3,1,2,1,1.821208991,0,1.098938102,0.722270889,-0.301342179,-1.146343219,-0.702288754,-0.473498405,1.821208991,NA,NA,NA,NA,NA
48140,"Wausau, WI Metropolitan Statistical Area",7,0,0,0,0,0,0,1,0.714285714,0,0.142857143,0.142857143,0.142857143,0.571428571,1.857142857,2.857142857,0.428571429,0.428571429,0.142857143,0,0,0.428571429,32.85714286,34.28571429,1.875,1.75,1.291666667,1.166666667,2.137147081,1.52169568,1.628450948,0.780389223,0.114401844,0.090909745,-0.006779322,-0.410821044,2.605611177,2.99781227,0.392201093,0.392201093,2.529348174,0.201752193
48260,"Steubenville-Weirton, OH-WV Metropolitan Statistical Area",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3,1,0,0,0,0,0,35,35,2.5,2.5,1,1,1.30199614,0,0.721819456,0.580176683,-0.984576164,-1.146343219,-1.197630042,-0.62673903,NA,NA,NA,NA,NA,NA
48300,"Wenatchee-East Wenatchee, WA Metropolitan Statistical Area",2,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0,0,0.5,2.5,3,0.5,0.5,0,0,0,1,32.5,25,3,3,2,1,3.371996078,3.000076664,3.015436435,2.477768256,1.739343903,1.292944605,1.815011207,1.419706976,NA,NA,NA,NA,NA,NA
48540,"Wheeling, WV-OH Metropolitan Statistical Area",2,0,0,0,0,0,0,1,1,0,0.5,0,0.5,0,1,2,0,0.5,0.5,0,0,0.5,31.25,22.5,2.25,2.5,2.75,2.5,1.144315262,1.542222229,0.949266384,1.308345169,-1.192068974,0.107599372,-0.898880948,0.158549811,NA,NA,NA,NA,NA,NA
48620,"Wichita, KS Metropolitan Statistical Area",8,0,0,0,0,0,0,1,1,0,0.375,0,0.375,0.25,2.125,3,0.375,0.5,0,0.125,0,0.625,30.125,30.875,4.5,7,2.3125,2.0625,2.238784462,2.31337799,1.564561483,1.731932643,0.248146824,0.734606969,-0.090697448,0.615365128,NA,NA,NA,NA,NA,NA
48660,"Wichita Falls, TX Metropolitan Statistical Area",3,0,0,0,0,0,0,1,0.666666667,0,0.666666667,0,0.333333333,0,2.333333333,3,0.333333333,0.333333333,0.333333333,0,0,0.666666667,31.66666667,31.66666667,1,1,1.666666667,1.666666667,1.871957746,1.990159776,1.598695848,1.538395661,-0.234561717,0.471806267,-0.045862326,0.406646356,1.871957746,2.605611177,0.733653431,0.733653431,2.605611177,0.255031636
48900,"Wilmington, NC Metropolitan Statistical Area",4,0,0,0,0,0,0,1,0.75,0.25,0.5,0,0.25,0.25,1.75,2.75,0.75,0,0.25,0,0,0.5,27.8125,31.25,4,2,1.875,1,2.175387664,2.382360869,1.785125187,1.859740922,0.164722759,0.790695234,0.199010607,0.753199184,2.685181402,2.99781227,0.312630868,0.312630868,2.488018532,0.172878163
49180,"Winston-Salem, NC Metropolitan Statistical Area",2,0,0,0,0,0,0,1,1,0.5,0,0,0,1,3,3,1,0,0,0,0,1,47.5,30,3.5,4,1.75,1.5,3.631359116,1.267093691,3.06085356,0.612741644,2.08064062,-0.116100809,1.874666113,-0.591619548,4.264905961,2.99781227,-1.267093691,1.267093691,2.364265425,0.086420821
49340,"Worcester, MA Metropolitan Statistical Area",11,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0,1,0.818181818,0.545454545,0.090909091,0,0.636363636,0.272727273,1.454545455,2.363636364,0.090909091,0.272727273,0.181818182,0.363636364,0.090909091,0.818181818,39.68181818,38.45454545,6.642857143,6.571428571,2.865909091,2.490909091,1.89013029,1.798023363,1.748834443,1.66239463,-0.210648404,0.315584921,0.151343105,0.540372284,NA,NA,NA,NA,NA,NA
49620,"York-Hanover, PA Metropolitan Statistical Area",6,0,0,0,0,0,0,1,0.666666667,0.166666667,0.333333333,0.166666667,0.5,0,1,2.833333333,0.5,0.333333333,0.166666667,0,0,0.333333333,36,36,2.65,2.6,1.5,1.333333333,1.841123275,3.412868533,1.331554444,3.033959207,-0.275136904,1.628575422,-0.396749689,2.019527699,-0.331845976,3.081022557,3.412868533,3.412868533,5.253991808,2.105263562
49660,"Youngstown-Warren-Boardman, OH-PA Metropolitan Statistical Area",8,0,0,0,0,0,0,1,0.375,0,0.375,0.375,0.125,0.125,1.625,2.5,0.375,0.125,0.125,0.25,0.125,0.25,66,98,5.083333333,7.333333333,1.6875,1.375,1.420043373,2.338892239,0.739339655,1.513125747,-0.829237401,0.755351971,-1.17461745,0.379394172,NA,NA,NA,NA,NA,NA
49700,"Yuba City, CA Metropolitan Statistical Area",2,0,0,0,0,0,0,1,1,0.5,1,0,0,0,2,2,0.5,0.5,0,0,0,0.5,17.5,15,3,2,2,1.5,1.730753415,0.13031898,1.470668037,0.211710549,-0.420372984,-1.040384093,-0.21402548,-1.024109075,1.665593925,1.795912905,0.13031898,0.13031898,1.861072395,-0.265123741
49740,"Yuma, AZ Metropolitan Statistical Area",2,0,0,0,0,0,0,1,1,0.5,0,0.5,0,0.5,2,3,1,0,0,0,0,1,26.25,25,1,1,1.25,0.75,2.843316867,0.308990806,2.464463107,0.115704139,1.043653104,-0.895110469,1.091313662,-1.1276466,2.688821464,2.99781227,0.308990806,0.308990806,3.152307673,0.636968922
