GEOID,statename,place,type,restrict_sf_permit,restrict_mf_permit,limit_sf_units,limit_mf_units,limit_mf_dwellings,limit_mf_dwelling_units,min_lot_size,open_space,inclusionary,half_acre_less,half_acre_more,one_acre_more,two_acre_more,max_den_cat1,max_den_cat2,max_den_cat3,max_den_cat4,max_den_cat5,council_nz,planning_nz,countybrd_nz,pubhlth_nz,site_plan_nz,env_rev_nz,council_rz,planning_rz,zoning_rz,countybrd_rz,countyzone_rz,townmeet_rz,env_rev_rz,total_nz,total_rz,adu,height_ft_median,height_ft_mode,height_st_median,height_st_mode,parking_median,parking_mode,mf_per,maxden5,maxden4,maxden3,maxden2,maxden1,sindex1,sindex2,sindex3,sindex4,sindex5,sindex6,sindex7,sindex8,height_st_median_sc,height_st_mode_sc,sindex9,sindex10,sindex11,sindex9_st,sindex10_st,zri,zri_st,add_index,zri_up,zri_up_st,wt_all_2019,st_wt_all_2019,wt_msa_2019,st_wt_msa_2019,wt_lmsa_2019,st_wt_lmsa_2019,timestamp
2677700,MI,SwartzCreek,City,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,30,25,2,2,2,3,0.222222222,0,1,0,0,0,0,1,3,2,3,2,0,1,28,28,30,2,0.222222222,-0.347493905,0.164805906,2.260518777,0.315116867,12,1.903880234,0.400857336,26.82487765,1.696076767,15.668908,1.776309215,NA,NA,7/16/2019 14:52
2679000,MI,Taylor,City,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,25,25,2,1,1,1,0.666666667,1,0,0,0,0,0,1,4,2,3,1,0,0,28,14,25,1,0.666666667,-0.744074106,-0.882429958,2.99781227,1.098328161,11,2.132175116,0.661418572,15.63212214,0.988383975,10.57955777,1.199353902,2.767015218,0.665147889,2/15/2020 11:03
2679760,MI,ThreeRivers,City,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,36.5,48,2,2,1,1,0.416666667,0,1,0,0,0,0,0,1,2,3,2,0,0,28,28,36.5,1,0.416666667,0.168060357,-0.882429958,0.960543801,-1.065819072,8,0.461544312,-1.245333008,11.62768133,0.735192176,NA,NA,NA,NA,11/4/2021 0:04
2680340,MI,Traverse,City,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,45,45,30,30,1,1,0.222222222,1,0,0,0,0,0,0,4,2,3,1,1,1,420,420,45,1,0.222222222,0.842246699,-0.882429958,2.957650861,1.055665545,12,2.620799222,1.219103001,6.081286025,0.384506057,NA,NA,NA,NA,7/16/2019 14:52
2680420,MI,Trenton,City,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,3,3,0,20,25,6.5,2,1.5,1,0.416666667,0,1,0,0,0,0,1,1,3,3,2,0,0,91,28,20,1.5,0.416666667,-1.140654307,-0.358812026,1.871957746,-0.097643303,10,1.136010898,-0.475539811,26.84624774,1.69742795,15.88357258,1.800644711,4.490190827,1.079372795,7/16/2019 14:52
2680700,MI,Troy,City,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,23.5,10,25,40,2,1,0.4375,1,0,0,0,0,0,1,1,2,3,1,0,0,350,560,23.5,2,0.4375,-0.863048166,0.164805906,1.821208991,-0.151552633,8,1.090630129,-0.527334529,3.222618399,0.203758924,2.87978946,0.326467968,1.380775495,0.331917186,11/19/2021 0:19
2681340,MI,UnionTownship,Township,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,2,3,0,35,35,1,1,1.625,2,0.315789474,0,0,1,0,0,0,0,3,2,3,3,0,0,14,14,35,1.625,0.315789474,0.049086297,-0.227907543,1.399853587,-0.599149572,11,0.760375089,-0.904266594,4.29940887,0.271841967,NA,NA,NA,NA,2/15/2020 11:37
2681540,MI,Utica,City,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,30,30,2.5,2.5,1,1,0.571428571,1,0,0,0,0,0,0,1,2,3,1,0,0,35,35,30,1,0.571428571,-0.347493905,-0.882429958,1.305636202,-0.69923471,7,0.756289835,-0.908929244,11.57589826,0.731918049,8.886133242,1.007378456,3.514494477,0.844830403,7/16/2019 14:53
2681840,MI,Vassar,City,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,14,14,2,2,1,1,0.333333333,0,1,0,0,0,0,1,1,2,3,2,0,0,28,28,14,1,0.333333333,-1.616550549,-0.882429958,1.476116591,-0.518136996,9,0.886289421,-0.760555997,15.39450653,0.973360073,NA,NA,NA,NA,10/21/2021 10:30
2682960,MI,Walker,City,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,25,20,6.75,10.5,3,1,0.375,1,0,0,0,0,0,1,3,2,3,1,0,0,94.5,147,25,3,0.375,-0.744074106,1.21204177,2.605611177,0.68170123,10,1.631702768,0.090211314,8.896419814,0.562500644,7.088460965,0.803584942,1.006700119,0.108832445,11/16/2021 20:25
2684000,MI,Warren,City,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,35,35,2,2,1,1,0.375,1,0,0,0,0,0,0,1,2,3,1,0,0,28,28,35,1,0.375,0.049086297,-0.882429958,1.305636202,-0.69923471,7,0.720271932,-0.950037784,8.724765254,0.551647312,6.868597506,0.778660072,1.462322521,0.351519837,2/15/2020 12:10
2684240,MI,Waterford,Township,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,2,1,22.5,10,35,40,2,2,0.375,1,0,0,0,0,0,1,3,1,2,1,0,1,490,560,22.5,2,0.375,-0.942364207,0.164805906,2.054154956,0.095900942,9,1.922983185,0.422660227,11.55134997,0.730365915,8.878631959,1.006528072,2.042603723,0.49101051,11/10/2021 14:42
2688140,MI,Wixom,City,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,29.5,35,3,2,2,1,0.285714286,0,1,0,0,0,0,1,1,2,3,2,1,1,42,28,29.5,2,0.285714286,-0.387151925,0.164805906,1.951527971,-0.013117535,11,1.795325661,0.276960061,3.435847032,0.217240891,3.436108674,0.389535218,2.561958424,0.61585539,7/16/2019 14:53
2688940,MI,Wyoming,City,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,2,4,0,35,35,1,1,2,2,0.026315789,1,0,0,0,0,0,0,4,2,4,1,0,0,14,14,35,2,0.026315789,0.049086297,0.164805906,2.637854547,0.71595268,11,1.527182928,-0.029080973,9.016365001,0.570084509,6.906249825,0.782928536,1.000045797,0.108113059,2/15/2020 12:22
2689160,MI,Ypsilanti,Township,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,2,2,0,20,12,8,3,1,1,0.466666667,0,1,0,0,0,0,1,2,2,2,2,0,0,112,42,20,1,0.466666667,-1.140654307,-0.882429958,1.712702618,-0.26681666,9,1.214905779,-0.385494218,4.747137922,0.300150869,4.043269008,0.458366084,NA,NA,1/6/2022 11:12
2700730,MN,Albertville,City,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,20.5,35,2,2,1.5,1,0.363636364,1,0,0,0,0,0,1,1,2,3,1,0,0,28,28,20.5,1.5,0.363636364,-1.100996287,-0.358812026,1.821208991,-0.151552633,8,1.115854213,-0.498545367,13.89992191,0.878860845,11.22796552,1.272860789,3.177398635,0.850565173,7/4/2019 9:32
2700928,MN,Alexandria,City,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,36,36,NA,NA,4,5,0.272727273,0,0,1,0,0,0,1,1,2,3,3,1,0,NA,NA,36,4,0.272727273,0.128402337,2.259277634,1.606435571,-0.379701898,11,0.887994255,-0.758610208,9.805575593,0.619984522,NA,NA,NA,NA,11/14/2021 19:38
2701486,MN,Andover,City,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,25,25,2,2,2,2,0.25,1,0,0,0,0,0,1,4,2,3,1,0,1,28,28,25,2,0.25,-0.744074106,0.164805906,2.99781227,1.098328161,12,2.488059849,1.067602736,19.16461235,1.211735397,13.57558084,1.538998718,1.767306638,0.473094392,12/4/2021 14:50
2701720,MN,Anoka,City,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,3,2,0,35,35,3,3,2,2,0.615384615,1,0,0,0,0,0,1,2,3,2,1,0,0,42,42,35,2,0.615384615,0.049086297,0.164805906,2.453636173,0.520261395,9,1.698163858,0.166065768,8.160378958,0.515962434,7.082787161,0.80294173,2.202985163,0.589722182,2/17/2020 22:25
2701900,MN,AppleValley,City,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,30,30,2,2,2,1,0.538461538,1,0,0,0,0,0,1,4,2,3,1,0,1,28,28,30,2,0.538461538,-0.347493905,0.164805906,2.99781227,1.098328161,12,2.532001314,1.117754725,7.326706738,0.463251212,5.801670783,0.657707689,1.14334635,0.306065023,6/30/2019 11:03
2704618,MN,Becker,City,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,35,35,2,2,2,1,0,0,0,0,1,0,0,1,1,2,3,4,0,1,28,28,35,2,0,0.049086297,0.164805906,0.78593179,-1.251305721,12,0.711663763,-0.959862599,31.49742936,1.991511718,20.04907003,2.27286725,4.888739355,1.30867792,2/17/2020 22:32
2706058,MN,Birchwood,City,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,NA,NA,NA,NA,4,7,NA,0,0,0,0,1,0,0,1,2,3,5,0,0,NA,NA,NA,4,NA,NA,2.259277634,-0.074733399,-2.16557216,11,NA,NA,9.970639231,0.630421125,6.75637806,0.76593829,3.957306778,1.059340584,2/17/2020 23:09
2706616,MN,Bloomington,City,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,3,3,1,35,60,4,4,2.6,2.6,0.631578947,1,0,0,0,0,0,1,4,3,3,1,1,1,56,56,35,2.6,0.631578947,0.049086297,0.793147424,3.869064806,2.023841314,14,3.28055253,1.972103401,4.844982887,0.306337387,4.340895177,0.49210654,1.023309688,0.273932132,6/30/2019 11:20
2706688,MN,BlueEarth,City,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,35,35,2,2,2,1,0,1,0,0,0,0,0,1,1,2,2,1,0,1,28,28,35,2,0,0.049086297,0.164805906,1.665593925,-0.316859228,8,1.504714766,-0.054724703,29.98605186,1.895950713,NA,NA,NA,NA,12/16/2021 0:16
2707300,MN,Brainerd,City,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,35,35,1.5,1,2,1,0.25,0,1,0,0,0,0,0,3,2,3,2,0,0,21,14,35,2,0.25,0.049086297,0.164805906,1.744945988,-0.23256521,10,0.987615513,-0.64490885,11.76435142,0.743833519,NA,NA,NA,NA,2/17/2020 23:41
2707966,MN,BrooklynPark,City,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,40,40,3,3,1,1,0.285714286,1,0,0,0,0,0,1,4,2,3,1,0,0,42,42,40,1,0.285714286,0.445666498,-0.882429958,2.99781227,1.098328161,11,2.058476,0.577303095,6.082276618,0.38456869,5.11235525,0.579563281,1.034740405,0.276992047,6/30/2019 11:28
2708794,MN,Burnsville,City,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,3,2,1,30,35,1,1,2,1,0.384615385,1,0,0,0,0,0,0,2,3,2,1,0,1,14,14,30,2,0.384615385,-0.347493905,0.164805906,1.938063384,-0.027420681,9,1.736618858,0.209955856,5.078246586,0.321086126,4.577777832,0.518960794,1.08379451,0.290123454,7/4/2019 9:33
2710648,MN,Centerville,City,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,25,15,NA,NA,4,6,0.4,0,1,0,0,0,0,1,4,2,3,2,0,0,NA,NA,25,4,0.4,-0.744074106,2.259277634,2.65271987,0.731743798,12,1.612319693,0.068088707,21.40660656,1.353491655,13.94683082,1.581085555,4.129261271,1.105371479,10/21/2021 13:49
2710846,MN,Champlin,City,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,32.5,30,3,3,1.5,2,0.5,0,1,0,0,0,0,0,4,2,3,2,0,0,42,42,32.5,1.5,0.5,-0.149203804,-0.358812026,2.137147081,0.184061722,11,1.37734469,-0.200096793,15.95844294,1.009016506,10.98765729,1.245618194,2.014928133,0.539380762,12/4/2021 19:28
2710918,MN,Chanhassen,City,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,37.5,25,3,3,1,1,0.25,0,1,0,0,0,0,1,1,2,3,2,0,0,42,42,37.5,1,0.25,0.247376397,-0.882429958,1.476116591,-0.518136996,9,0.855503361,-0.795693245,6.580359298,0.41606134,5.231943778,0.593120461,1.543626989,0.413217071,11/10/2021 16:02
2711350,MN,Chisago,City,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,35,35,2,2,1.5,2,0.090909091,0,0,1,0,0,0,1,4,2,2,3,0,1,28,28,35,1.5,0.090909091,0.049086297,-0.358812026,2.152012404,0.19985284,13,1.960299017,0.465250142,28.72741157,1.816369714,18.72879398,2.123193864,5.759676645,1.541821133,2/19/2020 20:48
2711386,MN,Chisholm,City,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,0,35,35,NA,NA,1,1,0.666666667,0,0,1,0,0,0,0,1,2,2,3,0,0,NA,NA,35,1,0.666666667,0.049086297,-0.882429958,0.459836335,-1.59771003,8,0.238866316,-1.499483488,32.70894973,2.06811343,16.05315139,1.819869051,NA,NA,2/19/2020 22:12
2712160,MN,Cloquet,City,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,40,35,2,2,1,1,0.384615385,0,1,0,0,0,0,1,4,2,3,2,1,0,28,28,40,1,0.384615385,0.445666498,-0.882429958,3.12813125,1.236763259,13,2.31381112,0.868726337,19.04232405,1.204003382,12.35312238,1.400414445,NA,NA,2/19/2020 23:40
2712430,MN,Cokato,City,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,35,35,2.5,2.5,1,1,0,1,0,0,0,0,0,1,2,2,3,1,0,0,35,35,35,1,0,0.049086297,-0.882429958,2.213410084,0.265074298,9,1.392063637,-0.183297524,13.3363631,0.843228287,9.484984749,1.07526739,3.09584901,0.828734966,12/4/2021 19:35
2712664,MN,Cologne,City,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,27,30,NA,NA,4,4,0,0,1,0,0,0,0,1,4,2,3,2,0,0,NA,NA,27,4,0,-0.585442025,2.259277634,2.65271987,0.731743798,12,1.544908305,-0.008850357,24.33294293,1.538517332,15.60545844,1.769116241,4.253213685,1.138552587,10/21/2021 10:54
2712700,MN,ColumbiaHeights,City,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,3,3,0,16,10,2,2,5,10,0.375,1,0,0,0,0,0,0,1,3,3,1,0,0,28,28,16,5,0.375,-1.457918468,3.306513498,1.701477357,-0.278741017,8,0.7277843,-0.941463646,10.89427096,0.688820285,7.920685328,0.897930241,2.459001719,0.658255845,6/30/2019 20:48
2713168,MN,Corcoran,City,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,35,35,2,2,2,2,0.421052632,1,0,0,0,0,0,1,2,2,3,1,0,1,28,28,35,2,0.421052632,0.049086297,0.164805906,2.213410084,0.265074298,10,1.886089991,0.380552686,25.89095539,1.63702696,17.46649635,1.980093214,5.762515121,1.542580971,7/4/2019 9:34
2713456,MN,CottageGrove,City,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,35,35,2,2,2,2,0.105263158,0,0,0,1,0,0,1,1,2,2,4,1,1,28,28,35,2,0.105263158,0.049086297,0.164805906,1.105728104,-0.911592856,12,1.232077784,-0.365895186,15.51796908,0.981166333,10.91485633,1.237365098,1.494283009,0.400008067,7/4/2019 9:35
2715022,MN,Dayton,City,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,3,2,1,35,35,2,2,2,2,0.291666667,1,0,0,0,0,0,1,4,3,2,1,1,1,28,28,35,2,0.291666667,0.049086297,0.164805906,3.71344974,1.858534718,13,3.266293664,1.955829239,20.83762699,1.317516355,13.80683834,1.565215276,5.06057741,1.354677645,2/20/2020 12:30
2715454,MN,Delano,City,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,30,35,3,3,1,1,0.111111111,1,0,0,0,0,0,1,4,2,2,1,0,1,42,42,30,1,0.111111111,-0.347493905,-0.882429958,2.842197204,0.933021565,11,2.53150651,1.117189988,10.40909559,0.658143736,7.784157242,0.882452704,2.666510973,0.713804476,2/20/2020 12:43
2717288,MN,Eagan,City,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,35,35,4,4,2,2,0,0,1,0,0,0,0,1,3,2,3,2,0,1,56,56,35,2,0,0.049086297,0.164805906,2.260518777,0.315116867,12,1.863608906,0.354894208,4.001933717,0.253033281,3.724946507,0.422279383,1.050598876,0.281237238,11/19/2021 0:40
2717486,MN,EastBethel,City,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,3,3,1,30,30,3,3,2,1,0,0,0,0,1,0,0,1,2,3,3,4,0,1,42,42,30,2,0,-0.347493905,0.164805906,1.573974039,-0.414185097,14,1.302312002,-0.285734323,46.32553842,2.929059751,30.92920516,3.506296171,6.657125923,1.782061401,2/20/2020 12:52
2717612,MN,EastGrandForks,City,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,0,24,15,NA,NA,7.5,9,0,0,0,0,1,0,0,1,1,2,2,4,0,0,NA,NA,24,7.5,0,-0.823390146,5.924603158,0.630316724,-1.416612317,10,-0.163403193,-1.95860828,10.78343723,0.681812517,8.081547264,0.916166389,NA,NA,2/20/2020 16:57
2718116,MN,EdenPrairie,City,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,12,12,3.5,3,4,1,0.230769231,0,1,0,0,0,0,1,4,2,3,2,0,0,49,42,12,4,0.230769231,-1.775182629,2.259277634,2.65271987,0.731743798,12,1.593841914,0.046999347,3.070356665,0.194131756,2.897243489,0.328446648,1.042911807,0.279179468,7/4/2019 9:36
2718662,MN,ElkoNewMarket,City,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,35,35,NA,NA,2,1,0.25,0,0,1,0,0,0,1,1,2,3,3,0,1,NA,NA,35,2,0.25,0.049086297,0.164805906,1.131024191,-0.884721358,11,1.017399882,-0.610914868,16.6638108,1.053615331,11.22323574,1.272324597,2.86283874,0.766359909,7/4/2019 9:36
2718674,MN,ElkRiver,City,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,30,25,4,4,1,1,0.166666667,0,1,0,0,0,3,1,4,2,2,2,0,1,56,56,30,1,0.166666667,-0.347493905,-0.882429958,3.196510184,1.309400754,15,2.936422294,1.57933507,17.76268391,1.12309461,13.3602421,1.514586795,2.098827241,0.561839908,1/4/2022 17:34
2720330,MN,Fairmont,City,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,40,40,2.5,3,2.5,1,0.4,0,0,1,0,0,0,1,3,2,3,3,0,0,35,42,40,2.5,0.4,0.445666498,0.688423838,1.915426377,-0.051467496,12,1.131153298,-0.481083966,18.88446032,1.194022013,NA,NA,NA,NA,12/5/2021 12:04
2720420,MN,FalconHeights,City,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,0,18,24,2,2,2,2,0.625,1,0,0,0,0,0,0,1,2,2,1,1,0,28,28,18,2,0.625,-1.299286388,0.164805906,1.625432516,-0.359521845,7,1.206426239,-0.395172226,2.157563488,0.136417894,2.023299085,0.229371747,1.832212122,0.490469091,7/16/2019 14:53
2720906,MN,FergusFalls,City,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,37.5,30,3,3,2,2,0.5,1,0,0,0,0,0,1,3,2,3,1,0,0,42,42,37.5,2,0.5,0.247376397,0.164805906,2.605611177,0.68170123,10,1.713706425,0.183805065,12.76610683,0.807172263,NA,NA,NA,NA,2/20/2020 17:24
2721770,MN,ForestLake,City,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,35,35,3,3,2,2,0.411764706,0,1,0,0,0,0,1,3,2,3,2,1,1,42,42,35,2,0.411764706,0.049086297,0.164805906,2.735930157,0.820136327,13,2.435046483,1.007096657,12.35968801,0.781475314,10.10420566,1.145465505,2.457508999,0.657856255,2/20/2020 17:28
2722814,MN,Fridley,City,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,0,45,45,6,6,2,1,0.333333333,1,0,0,0,0,0,0,3,2,2,1,0,0,84,84,45,2,0.333333333,0.842246699,0.164805906,1.934423322,-0.031287442,8,1.258134273,-0.33615597,6.873420306,0.434590929,5.67365204,0.643194816,1.671254035,0.447381849,2/20/2020 17:36
2723318,MN,GemLake,City,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,30,35,2,2,2,1,0.352941176,0,0,1,0,0,0,1,4,2,3,3,0,0,28,28,30,2,0.352941176,-0.347493905,0.164805906,2.30762747,0.365159436,13,1.477336515,-0.085972494,18.1612604,1.148295706,11.91978382,1.351288924,4.088999575,1.094593732,3/11/2021 9:54
2724308,MN,GoldenValley,City,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,3,0,28,28,5,5,1,1,0.6,1,0,0,0,0,0,1,1,1,3,1,1,0,70,70,28,1,0.6,-0.506125985,-0.882429958,1.900779216,-0.067026865,8,1.412596792,-0.159862289,5.511011035,0.34844885,4.392677498,0.497976854,1.784007638,0.477565121,7/16/2019 14:53
2725280,MN,GraniteFalls,City,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,3,3,0,52.5,75,2.25,2,1,1,0.5,0,0,1,0,0,0,0,1,3,3,3,0,0,31.5,28,52.5,1,0.5,1.437117001,-0.882429958,1.011292556,-1.011909742,10,0.474730808,-1.230282782,21.65893147,1.369445593,NA,NA,NA,NA,7/1/2019 4:28
2726738,MN,HamLake,City,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,0,35,45,NA,NA,1,1,0.428571429,0,0,0,0,1,0,0,3,2,2,5,0,0,NA,NA,35,1,0.428571429,0.049086297,-0.882429958,0.554053721,-1.497624893,12,0.293506632,-1.437120513,29.75972689,1.881640694,20.13094089,2.282148557,4.121204575,1.103214763,2/21/2020 13:58
2727530,MN,Hastings,City,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,3,0,16,47,4,4,1,1,0.666666667,0,1,0,0,0,0,1,1,1,3,2,0,0,56,56,16,1,0.666666667,-1.457918468,-0.882429958,1.080275435,-0.938630688,8,0.664246349,-1.013981816,14.10876594,0.892065584,10.9741421,1.244086042,2.255375532,0.603746681,3/6/2021 11:05
2730644,MN,Hutchinson,City,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,3,3,0,27,40,4,6,1,1,0.25,1,0,0,0,0,0,1,1,3,3,1,0,0,56,84,27,1,0.25,-0.585442025,-0.882429958,2.217050146,0.26894106,9,1.403189321,-0.170599378,20.79683319,1.314937055,NA,NA,NA,NA,10/4/2021 15:42
2731040,MN,InternationalFalls,City,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,18,35,NA,NA,1,1,1,0,1,0,0,0,0,0,1,2,3,2,0,0,NA,NA,18,1,1,-1.299286388,-0.882429958,0.960543801,-1.065819072,8,0.571154961,-1.120230395,30.10060419,1.903193599,NA,NA,NA,NA,2/21/2020 14:20
2731076,MN,InverGroveHeights,City,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,40,35,NA,NA,2,2,0.277777778,0,1,0,0,0,0,1,4,2,3,2,0,1,NA,NA,40,2,0.277777778,0.445666498,0.164805906,2.65271987,0.731743798,13,2.21725056,0.758518264,7.791862725,0.49266198,6.588045284,0.746855208,1.478980325,0.395911656,7/4/2019 9:38
